call_identifier,call_timestamp,call_text,call_duration_seconds,escalation_required
468,2023-02-14 00:01:15,How do I change my shipping address?,382,0
469,2023-02-26 13:11:40,Can I speak to a manager?,413,1
470,2023-03-21 05:24:17,My device isn't charging properly.,466,1
471,2023-08-11 15:17:33,I need technical support.,146,1
472,2023-11-10 12:00:18,I'm unable to login to my account.,234,1
473,2023-03-18 02:31:51,I'm having trouble with my online order.,318,1
474,2023-09-28 22:35:48,What's the status of my repair?,187,1
475,2023-02-13 13:24:52,How do I connect to Wi-Fi?,469,0
476,2023-08-24 13:29:14,I need technical support.,261,1
477,2023-02-20 14:55:26,What's the status of my repair?,437,0
478,2023-08-22 01:24:09,What's the status of my repair?,165,1
479,2023-09-08 01:47:17,How do I set up auto-pay?,448,0
480,2023-03-15 08:58:49,Can you help me with a refund?,552,1
481,2023-03-05 07:45:34,Can I speak to a manager?,169,0
482,2023-11-08 20:42:14,My package hasn't arrived yet.,459,1
483,2023-07-21 13:08:48,I want to upgrade my plan.,99,1
484,2023-08-01 07:33:35,How do I set up auto-pay?,378,0
485,2023-02-09 14:20:02,I need to report a lost card.,180,0
486,2023-04-05 01:46:27,How do I set up auto-pay?,597,0
487,2023-04-29 04:57:49,What's the status of my repair?,167,1
488,2023-10-10 13:02:46,I want to cancel my subscription.,299,0
489,2023-09-05 11:27:06,What's the status of my repair?,416,0
490,2023-01-04 21:37:17,How do I track my order?,297,0
491,2023-01-18 07:24:05,I need to update my payment information.,570,1
492,2023-02-01 12:37:33,How do I set up auto-pay?,278,1
493,2023-11-11 09:40:06,Can I get a copy of my invoice?,505,1
494,2023-09-16 02:02:34,My package hasn't arrived yet.,532,1
495,2023-12-10 05:53:21,How do I connect to Wi-Fi?,213,0
496,2023-06-17 05:04:05,Can I get a copy of my invoice?,255,0
497,2023-05-17 06:29:22,What's the status of my repair?,562,1
498,2023-07-05 03:31:51,I need technical support.,64,0
499,2023-06-23 14:01:18,I'm having trouble with my online order.,287,0
500,2023-09-20 04:59:18,How do I connect to Wi-Fi?,263,1
501,2023-02-21 23:19:52,How do I reset my password?,560,0
502,2023-07-27 23:07:22,I have a billing issue.,288,1
503,2023-07-16 03:34:23,My package hasn't arrived yet.,157,0
504,2023-08-27 23:16:17,How do I apply a discount code?,322,1
505,2023-04-11 11:31:46,Can I speak to a manager?,226,0
506,2023-07-22 11:16:21,What's the status of my repair?,524,1
507,2023-02-18 08:27:30,I need to report a lost card.,502,1
508,2023-04-13 05:45:46,Can you help me with a refund?,351,1
509,2023-01-20 10:21:04,I need to update my payment information.,129,1
510,2023-09-30 06:37:52,How do I set up auto-pay?,77,0
511,2023-05-28 22:57:09,Can you explain my recent charges?,247,0
512,2023-07-25 13:19:52,Can you help me with a refund?,559,0
513,2023-11-23 18:36:31,I need help with my insurance claim.,488,1
514,2023-01-26 18:47:43,How do I connect to Wi-Fi?,497,0
515,2023-06-29 13:45:04,Can I speak to a manager?,228,0
516,2023-12-13 15:47:51,I need help with my account balance.,261,0
517,2023-10-11 15:27:10,I need technical support.,464,1
518,2023-03-21 12:29:49,My package hasn't arrived yet.,447,0
519,2023-12-03 04:22:32,I'm unable to login to my account.,95,0
520,2023-08-15 17:05:47,How do I track my order?,315,0
521,2023-04-15 11:22:26,I need to report a lost card.,337,1
522,2023-09-23 16:21:13,I'm unable to login to my account.,103,1
523,2023-08-22 07:14:03,How do I connect to Wi-Fi?,540,1
524,2023-10-08 16:25:49,The product I received is defective.,136,0
525,2023-09-19 19:32:04,The product I received is defective.,391,1
526,2023-10-02 08:23:21,How do I change my shipping address?,49,1
527,2023-05-12 03:57:35,I need help with my account balance.,87,0
528,2023-01-06 22:36:35,Can I speak to a manager?,82,0
529,2023-11-10 15:07:00,I need help with my account balance.,288,0
530,2023-03-05 17:56:23,My device isn't charging properly.,95,0
531,2023-09-05 10:52:55,How do I reset my password?,196,1
532,2023-12-27 03:48:55,I need to report a lost card.,425,0
533,2023-08-14 01:23:33,I want to upgrade my plan.,435,0
534,2023-05-13 08:45:18,I need technical support.,119,0
535,2023-02-26 23:39:28,How do I reset my password?,515,1
536,2023-08-02 06:07:44,I have a billing issue.,156,0
537,2023-01-04 19:48:34,How do I change my shipping address?,382,0
538,2023-07-01 01:58:57,I need to report a lost card.,46,0
539,2023-06-15 23:43:39,Can I get a copy of my invoice?,458,1
540,2023-03-16 04:53:59,Can you explain my recent charges?,461,0
541,2023-06-04 00:26:24,I want to upgrade my plan.,340,0
542,2023-11-25 11:53:30,How do I set up auto-pay?,32,0
543,2023-12-26 18:40:43,The app keeps crashing.,63,0
544,2023-11-28 16:46:54,How do I set up auto-pay?,300,1
545,2023-03-12 03:29:38,What's the status of my repair?,124,1
546,2023-03-09 01:58:05,How do I track my order?,386,1
547,2023-01-22 16:29:37,I want to upgrade my plan.,450,1
548,2023-04-03 11:55:14,How do I set up auto-pay?,298,0
549,2023-06-16 20:17:12,Can I reschedule my appointment?,558,0
550,2023-08-05 11:02:54,Can I speak to a manager?,510,0
551,2023-11-12 23:51:01,The product I received is defective.,95,1
552,2023-11-13 21:30:52,I'm unable to login to my account.,585,1
553,2023-03-15 21:59:19,I want to upgrade my plan.,134,1
554,2023-04-17 08:34:27,Can I speak to a manager?,200,1
555,2023-12-07 18:13:51,My package hasn't arrived yet.,123,1
556,2023-06-17 05:17:44,My internet is not working properly.,86,0
557,2023-06-03 10:44:20,How do I apply a discount code?,338,0
558,2023-05-03 20:59:32,Can I reschedule my appointment?,379,1
559,2023-12-14 01:49:40,Can I get a copy of my invoice?,526,0
560,2023-05-18 22:05:43,Can I reschedule my appointment?,118,0
561,2023-09-08 18:41:41,How do I apply a discount code?,96,0
562,2023-07-22 13:28:05,How do I update my email address?,225,0
563,2023-09-15 23:56:53,I need assistance with a warranty claim.,325,1
564,2023-11-25 02:01:34,The product I received is defective.,496,0
565,2023-06-12 11:23:55,How do I update my email address?,88,0
566,2023-04-13 01:58:14,My device isn't charging properly.,482,1
567,2023-11-24 13:55:58,I need help with my insurance claim.,57,1
568,2023-03-22 06:05:32,I need assistance with a warranty claim.,213,1
569,2023-10-28 11:52:40,I need help with my account balance.,349,1
570,2023-09-21 07:11:06,Can you explain my recent charges?,554,0
571,2023-01-11 09:37:29,How do I track my order?,175,0
572,2023-11-05 23:45:19,My device isn't charging properly.,174,0
573,2023-06-17 06:11:48,The product I received is defective.,152,0
574,2023-06-13 17:30:42,My internet is not working properly.,42,0
575,2023-11-05 01:40:32,My internet is not working properly.,541,0
576,2023-03-05 12:10:27,The service has been down for hours.,494,1
577,2023-03-08 16:22:10,I need technical support.,253,1
578,2023-11-07 01:07:38,The product I received is defective.,33,1
579,2023-04-14 18:43:42,Can I speak to a manager?,506,1
580,2023-07-22 20:30:37,I want to cancel my subscription.,549,0
581,2023-10-13 21:12:24,I need assistance with a warranty claim.,555,0
582,2023-02-23 18:50:06,How do I connect to Wi-Fi?,222,1
583,2023-12-12 16:16:55,I need help with my account balance.,88,1
584,2023-11-24 01:56:28,The product I received is defective.,512,0
585,2023-09-05 22:23:29,I'm unable to login to my account.,144,0
586,2023-03-17 13:45:02,The service has been down for hours.,341,1
587,2023-01-09 05:09:06,Can you help me with a refund?,343,0
588,2023-03-08 03:13:04,I need help with my account balance.,577,1
589,2023-06-15 12:37:21,How do I connect to Wi-Fi?,501,1
590,2023-12-12 22:29:50,I'm unable to login to my account.,38,0
591,2023-02-03 10:20:33,The app keeps crashing.,259,0
592,2023-09-11 12:59:34,Can I get a copy of my invoice?,317,1
593,2023-01-21 06:08:48,The product I received is defective.,409,1
594,2023-05-11 03:27:21,I want to cancel my subscription.,462,1
595,2023-07-18 02:31:37,I need assistance with a warranty claim.,201,1
596,2023-07-10 20:37:46,I need help with my insurance claim.,488,1
597,2023-01-25 00:03:54,The product I received is defective.,406,1
598,2023-09-02 18:46:27,I'm unable to login to my account.,499,0
599,2023-02-13 05:36:59,Can you help me with a refund?,63,0
600,2023-07-26 19:40:55,The product I received is defective.,229,1
601,2023-02-15 14:19:41,I need to report a lost card.,385,1
602,2023-03-04 03:05:51,I want to upgrade my plan.,395,0
603,2023-09-23 02:04:21,How do I apply a discount code?,522,0
604,2023-09-27 17:06:43,I want to cancel my subscription.,202,1
605,2023-10-15 02:25:06,I have a billing issue.,219,0
606,2023-11-12 22:41:08,I have a billing issue.,94,1
607,2023-03-01 05:21:58,I need assistance with a warranty claim.,305,0
608,2023-03-10 18:54:35,I need technical support.,266,1
609,2023-02-16 06:07:15,I want to upgrade my plan.,339,1
610,2023-09-07 10:43:53,I need technical support.,110,1
611,2023-07-06 08:29:05,I want to upgrade my plan.,91,1
612,2023-11-21 10:18:55,My package hasn't arrived yet.,488,1
613,2023-10-11 11:34:25,I want to upgrade my plan.,510,0
614,2023-07-24 22:42:42,I'm unable to login to my account.,584,0
615,2023-05-10 14:14:59,I need technical support.,572,0
616,2023-05-15 22:54:07,The app keeps crashing.,280,1
617,2023-04-10 07:57:45,Can I speak to a manager?,328,0
618,2023-06-15 03:20:36,I need technical support.,452,1
619,2023-05-13 03:30:46,I need help with my account balance.,587,0
620,2023-07-29 17:09:43,Can you help me with a refund?,92,1
621,2023-05-06 10:58:14,How do I connect to Wi-Fi?,153,0
622,2023-10-28 08:19:39,I have a billing issue.,426,1
623,2023-08-16 06:57:23,I need help with my insurance claim.,286,0
624,2023-04-20 08:56:30,I'm unable to login to my account.,261,1
625,2023-01-06 01:52:42,I need to report a lost card.,464,0
626,2023-06-25 21:15:30,The service has been down for hours.,142,1
627,2023-03-19 13:42:59,I want to upgrade my plan.,345,1
628,2023-07-05 20:28:20,My internet is not working properly.,491,1
629,2023-05-02 00:22:26,How do I change my shipping address?,452,0
630,2023-10-06 10:06:01,How do I change my shipping address?,282,0
631,2023-09-23 01:36:34,My package hasn't arrived yet.,463,0
632,2023-06-27 07:37:06,How do I apply a discount code?,93,0
633,2023-10-18 15:38:59,I want to cancel my subscription.,377,0
634,2023-05-03 07:03:35,How do I set up auto-pay?,387,0
635,2023-08-31 22:47:43,The app keeps crashing.,46,0
636,2023-10-03 20:45:55,I'm having trouble with my online order.,296,0
637,2023-04-01 09:22:30,Can I get a copy of my invoice?,363,1
638,2023-04-30 19:36:08,How do I update my email address?,481,0
639,2023-05-13 13:38:57,How do I set up auto-pay?,107,1
640,2023-10-15 00:07:56,I need assistance with a warranty claim.,575,1
641,2023-06-28 04:51:21,Can I get a copy of my invoice?,431,0
642,2023-09-06 21:32:57,I want to upgrade my plan.,449,1
643,2023-04-10 10:10:12,I need to report a lost card.,32,0
644,2023-02-05 04:58:52,My package hasn't arrived yet.,180,1
645,2023-10-05 19:13:06,How do I set up auto-pay?,527,0
646,2023-02-24 15:40:11,My device isn't charging properly.,510,0
647,2023-04-02 12:53:46,I want to cancel my subscription.,385,0
648,2023-01-08 03:42:12,Can I get a copy of my invoice?,139,1
649,2023-08-23 07:48:59,How do I set up auto-pay?,551,1
650,2023-02-27 00:51:03,I need help with my account balance.,88,0
651,2023-01-20 00:36:28,I need help with my account balance.,169,0
652,2023-08-13 14:29:47,I need to update my payment information.,587,1
653,2023-03-19 16:41:51,I want to upgrade my plan.,365,0
654,2023-07-23 08:40:34,What's the status of my repair?,255,1
655,2023-09-27 23:46:13,I need help with my account balance.,343,0
656,2023-02-08 12:21:20,How do I change my shipping address?,120,1
657,2023-01-21 16:13:03,Can I get a copy of my invoice?,159,1
658,2023-08-26 02:09:33,I want to upgrade my plan.,368,1
659,2023-07-18 04:19:06,I'm having trouble with my online order.,469,1
660,2023-10-10 13:43:44,My internet is not working properly.,126,1
661,2023-09-16 18:17:36,I need to report a lost card.,218,0
662,2023-01-02 11:27:36,Can I reschedule my appointment?,313,1
663,2023-04-16 23:45:30,I have a billing issue.,219,0
664,2023-06-12 02:06:08,How do I track my order?,406,1
665,2023-05-29 15:28:24,I need help with my insurance claim.,135,1
666,2023-08-25 16:08:55,Can you help me with a refund?,31,0
667,2023-05-12 10:16:02,The product I received is defective.,223,1
668,2023-05-18 18:38:23,How do I change my shipping address?,332,1
669,2023-01-06 15:30:15,I'm having trouble with my online order.,576,0
670,2023-02-10 03:21:01,Can you help me with a refund?,313,1
671,2023-09-28 04:39:36,I need help with my insurance claim.,326,1
672,2023-03-05 05:55:28,How do I apply a discount code?,363,0
673,2023-03-22 08:52:19,I want to upgrade my plan.,97,0
674,2023-08-05 08:40:11,How do I set up auto-pay?,76,0
675,2023-02-16 07:31:45,My package hasn't arrived yet.,597,0
676,2023-06-23 15:04:56,The app keeps crashing.,46,1
677,2023-04-01 05:51:48,How do I update my email address?,39,1
678,2023-04-21 20:53:30,Can you help me with a refund?,322,0
679,2023-04-22 19:23:00,Can I get a copy of my invoice?,263,0
680,2023-12-17 05:55:01,Can I get a copy of my invoice?,458,1
681,2023-09-11 01:33:20,I need technical support.,525,1
682,2023-12-09 10:01:09,My internet is not working properly.,532,1
683,2023-04-02 23:09:28,I need to report a lost card.,223,1
684,2023-09-15 05:08:44,The app keeps crashing.,383,0
685,2023-04-27 03:29:15,I need to report a lost card.,386,1
686,2023-07-21 14:09:43,How do I reset my password?,258,0
687,2023-03-24 03:50:25,The product I received is defective.,457,1
688,2023-11-06 09:01:01,I need to update my payment information.,88,0
689,2023-11-24 16:35:31,How do I apply a discount code?,50,1
690,2023-06-19 22:59:18,My internet is not working properly.,188,0
691,2023-02-01 11:07:25,I want to cancel my subscription.,290,0
692,2023-01-12 06:01:49,Can I reschedule my appointment?,265,1
693,2023-09-15 05:02:33,I need assistance with a warranty claim.,485,1
694,2023-09-13 08:21:43,I need assistance with a warranty claim.,513,0
695,2023-01-29 23:01:24,I need to update my payment information.,61,1
696,2023-04-04 03:31:39,Can I get a copy of my invoice?,426,0
697,2023-12-07 00:42:46,The product I received is defective.,248,0
698,2023-10-16 02:23:58,I have a billing issue.,254,1
699,2023-01-29 19:12:10,I want to upgrade my plan.,107,1
700,2023-12-19 04:33:25,I want to cancel my subscription.,99,0
701,2023-03-27 16:04:49,Can I get a copy of my invoice?,470,1
702,2023-01-03 13:28:40,How do I change my shipping address?,443,1
703,2023-03-17 18:59:42,How do I connect to Wi-Fi?,355,1
704,2023-10-19 23:39:54,I want to cancel my subscription.,64,1
705,2023-07-01 14:01:19,The product I received is defective.,254,1
706,2023-09-18 03:05:58,How do I apply a discount code?,438,1
707,2023-05-09 09:33:25,I need assistance with a warranty claim.,272,0
708,2023-02-12 12:34:14,How do I change my shipping address?,485,0
709,2023-09-30 15:04:40,I'm unable to login to my account.,360,1
710,2023-06-21 02:43:47,How do I change my shipping address?,335,1
711,2023-08-29 19:50:44,How do I track my order?,406,0
712,2023-03-05 18:56:06,What's the status of my repair?,254,1
713,2023-08-19 22:15:02,I want to upgrade my plan.,513,0
714,2023-06-19 04:29:37,I'm unable to login to my account.,286,0
715,2023-04-19 19:25:50,Can I speak to a manager?,450,1
716,2023-08-01 01:54:05,I'm having trouble with my online order.,226,1
717,2023-01-09 14:34:22,How do I change my shipping address?,570,1
718,2023-02-01 20:00:13,Can I get a copy of my invoice?,134,1
719,2023-07-07 14:38:09,How do I update my email address?,466,0
720,2023-08-28 04:42:53,How do I connect to Wi-Fi?,369,0
721,2023-08-28 00:13:08,I need help with my account balance.,527,0
722,2023-10-07 04:42:58,I need to update my payment information.,566,0
723,2023-06-08 21:40:41,How do I connect to Wi-Fi?,509,0
724,2023-03-31 08:02:25,I need help with my insurance claim.,98,1
725,2023-11-28 07:19:05,I want to upgrade my plan.,181,1
726,2023-08-29 07:37:53,How do I update my email address?,515,0
727,2023-05-05 15:11:26,How do I track my order?,49,0
728,2023-03-31 14:19:54,I want to upgrade my plan.,116,0
729,2023-03-31 17:04:48,I need to update my payment information.,58,1
730,2023-03-20 17:01:32,How do I connect to Wi-Fi?,309,1
731,2023-12-09 16:50:10,Can you help me with a refund?,231,0
732,2023-02-06 07:55:48,I need assistance with a warranty claim.,210,0
733,2023-01-03 17:28:29,The app keeps crashing.,311,1
734,2023-10-20 04:06:19,I'm having trouble with my online order.,129,0
735,2023-03-01 10:38:53,Can you explain my recent charges?,408,1
736,2023-03-09 03:05:50,I have a billing issue.,173,1
737,2023-06-01 02:20:21,Can I speak to a manager?,164,1
738,2023-11-11 04:02:37,My internet is not working properly.,404,1
739,2023-11-04 03:25:35,My device isn't charging properly.,339,1
740,2023-06-25 15:13:10,I'm having trouble with my online order.,266,1
741,2023-11-26 10:27:52,Can I speak to a manager?,50,1
742,2023-03-01 12:15:43,I need assistance with a warranty claim.,46,0
743,2023-07-18 06:39:28,Can you explain my recent charges?,54,0
744,2023-09-26 04:01:41,How do I change my shipping address?,32,0
745,2023-10-04 12:45:30,Can you help me with a refund?,346,0
746,2023-06-12 05:19:59,I want to cancel my subscription.,224,0
747,2023-04-18 01:50:43,I have a billing issue.,176,0
748,2023-03-04 23:27:46,How do I track my order?,40,0
749,2023-07-04 04:30:05,How do I change my shipping address?,118,1
750,2023-02-06 21:52:43,I have a billing issue.,335,1
751,2023-04-08 03:56:29,My device isn't charging properly.,82,0
752,2023-10-09 06:23:49,How do I apply a discount code?,346,0
753,2023-01-19 05:09:41,I want to upgrade my plan.,244,1
754,2023-11-07 00:57:05,I'm unable to login to my account.,31,1
755,2023-04-28 13:46:50,The app keeps crashing.,411,1
756,2023-01-30 18:44:58,The product I received is defective.,72,0
757,2023-01-03 16:49:08,I'm having trouble with my online order.,350,1
758,2023-12-30 02:48:38,How do I set up auto-pay?,583,0
759,2023-01-15 12:07:56,Can I speak to a manager?,79,1
760,2023-09-13 00:26:59,I have a billing issue.,144,0
761,2023-06-28 17:09:10,I have a billing issue.,40,1
762,2023-02-24 10:25:04,What's the status of my repair?,261,1
763,2023-05-04 21:32:24,I want to cancel my subscription.,412,0
764,2023-09-24 22:03:42,I'm having trouble with my online order.,297,1
765,2023-03-21 17:59:21,I need to report a lost card.,116,0
766,2023-04-13 13:40:08,How do I change my shipping address?,374,0
767,2023-02-06 10:43:52,I have a billing issue.,335,0
768,2023-01-17 22:31:04,How do I connect to Wi-Fi?,359,0
769,2023-10-29 22:54:22,How do I connect to Wi-Fi?,469,0
770,2023-08-25 04:48:20,The app keeps crashing.,177,0
771,2023-06-10 20:09:05,I need to report a lost card.,374,1
772,2023-01-26 08:27:02,How do I connect to Wi-Fi?,409,1
773,2023-07-12 05:54:03,How do I reset my password?,194,0
774,2023-02-08 01:15:49,I want to cancel my subscription.,596,1
775,2023-12-08 12:14:30,My device isn't charging properly.,45,0
776,2023-04-18 11:03:47,What's the status of my repair?,78,1
777,2023-07-05 01:01:51,How do I track my order?,349,0
778,2023-10-14 07:39:22,I need help with my insurance claim.,437,1
779,2023-11-13 21:02:25,The service has been down for hours.,301,1
780,2023-10-02 06:50:19,The service has been down for hours.,62,1
781,2023-02-21 06:07:31,I need to update my payment information.,415,1
782,2023-08-17 10:10:54,I'm having trouble with my online order.,208,0
783,2023-09-01 16:42:10,I need assistance with a warranty claim.,102,0
784,2023-07-21 15:23:14,I want to cancel my subscription.,370,0
785,2023-03-12 06:55:50,I need help with my insurance claim.,101,1
786,2023-10-27 07:52:39,How do I update my email address?,551,0
787,2023-11-11 15:36:45,The service has been down for hours.,168,0
788,2023-11-02 09:27:18,I'm unable to login to my account.,581,0
789,2023-10-23 19:40:56,Can I speak to a manager?,266,1
790,2023-07-18 19:03:22,How do I change my shipping address?,69,1
791,2023-08-01 11:58:32,I need assistance with a warranty claim.,346,0
792,2023-10-31 19:32:17,I need help with my account balance.,182,0
793,2023-03-23 04:17:23,My internet is not working properly.,447,0
794,2023-04-18 21:16:12,How do I set up auto-pay?,97,1
795,2023-07-25 22:12:47,How do I set up auto-pay?,198,0
796,2023-05-13 07:35:12,I want to cancel my subscription.,350,1
797,2023-05-29 16:16:58,I need assistance with a warranty claim.,592,0
798,2023-06-08 05:55:17,The service has been down for hours.,448,0
799,2023-10-05 04:19:18,I'm unable to login to my account.,98,0
800,2023-06-04 18:19:26,How do I update my email address?,124,0
801,2023-09-10 03:08:43,How do I reset my password?,552,1
802,2023-02-24 02:11:16,I need help with my account balance.,426,1
803,2023-08-11 17:47:29,How do I set up auto-pay?,83,0
804,2023-03-25 17:36:14,How do I track my order?,336,0
805,2023-11-26 22:33:50,My package hasn't arrived yet.,570,1
806,2023-02-20 09:41:55,I'm unable to login to my account.,135,1
807,2023-09-28 03:39:18,The service has been down for hours.,300,1
808,2023-08-05 15:48:09,My package hasn't arrived yet.,269,1
809,2023-08-09 22:21:15,I need technical support.,116,1
810,2023-11-22 21:08:06,Can you help me with a refund?,172,1
811,2023-03-05 06:18:06,I want to upgrade my plan.,199,1
812,2023-02-17 09:38:01,I need to report a lost card.,554,1
813,2023-05-03 08:17:39,How do I connect to Wi-Fi?,438,0
814,2023-09-01 00:58:09,How do I connect to Wi-Fi?,359,0
815,2023-08-01 19:09:48,I need help with my account balance.,578,1
816,2023-07-07 11:42:46,How do I set up auto-pay?,427,1
817,2023-04-24 23:03:03,My device isn't charging properly.,554,1
818,2023-06-27 06:45:03,My internet is not working properly.,297,1
819,2023-04-01 03:53:56,I need help with my insurance claim.,288,1
820,2023-10-04 16:56:44,I need technical support.,530,1
821,2023-08-07 05:23:44,I want to upgrade my plan.,595,1
822,2023-06-25 04:50:53,I'm unable to login to my account.,181,0
823,2023-02-25 23:17:47,The service has been down for hours.,533,1
824,2023-08-07 21:10:34,How do I update my email address?,50,0
825,2023-11-28 11:24:36,How do I apply a discount code?,189,1
826,2023-03-23 03:49:25,I need to update my payment information.,238,0
827,2023-03-19 11:19:27,The product I received is defective.,528,0
828,2023-05-28 19:06:04,My device isn't charging properly.,345,0
829,2023-07-02 03:42:19,How do I connect to Wi-Fi?,238,0
830,2023-02-26 00:44:52,My internet is not working properly.,498,1
831,2023-05-09 11:19:00,I'm having trouble with my online order.,485,1
832,2023-11-17 09:07:08,Can I get a copy of my invoice?,209,0
833,2023-12-14 13:45:52,The app keeps crashing.,149,0
834,2023-01-10 11:16:36,How do I update my email address?,532,1
835,2023-07-27 06:56:38,I need to report a lost card.,265,0
836,2023-07-12 04:18:56,My device isn't charging properly.,140,1
837,2023-09-26 08:49:36,The service has been down for hours.,293,0
838,2023-01-21 01:24:58,Can I reschedule my appointment?,206,1
839,2023-07-12 10:38:00,How do I reset my password?,292,0
840,2023-07-16 06:39:03,My device isn't charging properly.,341,1
841,2023-04-22 10:27:52,The service has been down for hours.,195,1
842,2023-10-20 14:44:42,I need help with my account balance.,75,0
843,2023-02-12 16:52:19,I need help with my insurance claim.,335,0
844,2023-04-01 11:03:01,Can you explain my recent charges?,140,1
845,2023-02-28 23:14:46,Can I speak to a manager?,146,1
846,2023-05-09 23:40:52,How do I track my order?,48,0
847,2023-05-18 19:32:26,I need help with my account balance.,67,0
848,2023-06-21 23:39:45,How do I update my email address?,521,1
849,2023-09-14 09:31:41,Can I reschedule my appointment?,579,0
850,2023-03-18 09:05:23,Can I speak to a manager?,95,1
851,2023-03-28 18:18:58,I need help with my insurance claim.,483,1
852,2023-10-23 02:47:55,I need to report a lost card.,484,1
853,2023-03-25 16:10:11,How do I connect to Wi-Fi?,499,0
854,2023-09-23 17:07:34,How do I connect to Wi-Fi?,102,1
855,2023-05-14 12:05:08,The service has been down for hours.,159,1
856,2023-05-07 03:52:56,I'm having trouble with my online order.,444,1
857,2023-04-27 14:01:25,My internet is not working properly.,437,1
858,2023-10-16 05:47:57,I need assistance with a warranty claim.,159,0
859,2023-12-05 10:22:42,How do I track my order?,92,0
860,2023-06-13 11:14:37,I need to report a lost card.,56,0
861,2023-05-11 17:29:03,Can I reschedule my appointment?,153,1
862,2023-02-27 00:06:25,Can you explain my recent charges?,383,1
863,2023-10-01 03:34:01,I want to upgrade my plan.,317,1
864,2023-09-29 20:20:49,My device isn't charging properly.,598,1
865,2023-05-07 11:19:15,I need assistance with a warranty claim.,238,1
866,2023-09-28 10:46:01,The product I received is defective.,391,1
867,2023-08-18 05:27:39,I have a billing issue.,70,1
868,2023-02-13 12:18:39,I want to upgrade my plan.,290,0
869,2023-02-26 09:43:30,What's the status of my repair?,424,0
870,2023-06-04 04:35:43,I'm unable to login to my account.,353,1
871,2023-10-31 05:28:14,The service has been down for hours.,291,1
872,2023-05-10 13:51:47,I have a billing issue.,83,1
873,2023-05-22 15:25:10,How do I update my email address?,380,0
874,2023-11-03 12:24:13,I want to upgrade my plan.,460,0
875,2023-05-30 00:53:00,My internet is not working properly.,289,0
876,2023-06-19 04:46:09,The product I received is defective.,464,1
877,2023-07-16 13:40:50,I'm unable to login to my account.,342,0
878,2023-02-09 22:56:32,How do I track my order?,277,1
879,2023-05-01 14:53:24,I want to upgrade my plan.,310,1
880,2023-01-18 01:29:04,I need to update my payment information.,353,0
881,2023-11-22 01:14:22,What's the status of my repair?,327,1
882,2023-01-01 17:38:39,Can I reschedule my appointment?,273,1
883,2023-08-23 11:11:39,I'm unable to login to my account.,210,1
884,2023-03-21 02:00:22,Can you help me with a refund?,31,1
885,2023-03-22 02:31:21,My internet is not working properly.,524,0
886,2023-12-01 13:47:59,I need to report a lost card.,455,1
887,2023-12-06 12:27:26,My device isn't charging properly.,63,1
888,2023-09-08 05:48:31,The service has been down for hours.,273,1
889,2023-04-13 12:38:57,I need technical support.,194,1
890,2023-07-30 16:13:05,Can I reschedule my appointment?,222,0
891,2023-02-21 04:20:37,I have a billing issue.,533,0
892,2023-07-31 04:27:10,My internet is not working properly.,325,0
893,2023-05-10 16:27:31,How do I change my shipping address?,148,0
894,2023-08-16 01:49:21,I need assistance with a warranty claim.,550,1
895,2023-12-12 01:44:24,My internet is not working properly.,439,0
896,2023-12-18 14:03:22,My package hasn't arrived yet.,596,1
897,2023-10-16 13:04:37,I have a billing issue.,541,1
898,2023-05-27 01:22:11,I need help with my account balance.,578,0
899,2023-05-04 05:19:23,The service has been down for hours.,554,0
900,2023-02-01 14:39:26,I need to report a lost card.,494,1
901,2023-01-24 01:01:32,The product I received is defective.,41,1
902,2023-05-06 03:13:14,How do I update my email address?,475,1
903,2023-03-03 12:10:08,How do I apply a discount code?,193,0
904,2023-01-12 19:33:09,I need to report a lost card.,417,0
905,2023-03-15 04:00:58,How do I change my shipping address?,528,1
906,2023-11-23 17:19:16,I need assistance with a warranty claim.,552,0
907,2023-03-04 03:21:22,I'm unable to login to my account.,310,1
908,2023-09-20 19:28:25,How do I change my shipping address?,304,1
909,2023-05-08 01:47:05,What's the status of my repair?,198,0
910,2023-05-25 18:48:42,My device isn't charging properly.,550,1
911,2023-09-20 22:05:55,Can you help me with a refund?,292,1
912,2023-02-08 16:50:35,I need to report a lost card.,73,0
913,2023-05-18 22:40:08,What's the status of my repair?,436,1
914,2023-05-04 08:53:38,Can you help me with a refund?,301,0
915,2023-01-19 13:49:13,I need help with my account balance.,156,0
916,2023-07-18 13:40:26,I need help with my insurance claim.,499,1
917,2023-08-05 01:37:25,How do I set up auto-pay?,170,0
918,2023-11-02 21:49:45,What's the status of my repair?,99,1
919,2023-08-05 22:26:00,How do I reset my password?,488,1
920,2023-12-20 05:23:12,Can I get a copy of my invoice?,360,1
921,2023-07-24 01:19:56,The app keeps crashing.,331,0
922,2023-07-05 05:55:36,My package hasn't arrived yet.,75,0
923,2023-08-27 16:34:22,The product I received is defective.,167,0
924,2023-10-28 19:39:20,My package hasn't arrived yet.,222,1
925,2023-10-12 10:03:03,My package hasn't arrived yet.,171,0
926,2023-09-28 07:16:38,The app keeps crashing.,597,1
927,2023-09-05 15:44:57,How do I set up auto-pay?,300,0
928,2023-01-22 22:31:48,How do I update my email address?,154,0
929,2023-09-05 05:51:32,I need to update my payment information.,529,1
930,2023-10-24 05:56:35,Can I speak to a manager?,114,1
931,2023-08-24 11:35:20,How do I track my order?,533,0
